Series_reference	Period	Data_value	Suppressed	STATUS	UNITS	Magnitude	Subject	Group	Series_title_1	Series_title_2	Series_title_3	Series_title_4	Series_title_5
BDCQ.SEA1AA	2011.06	80078		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2011.09	78324		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2011.12	85850		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2012.03	90743		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2012.06	81780		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2012.09	79261		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2012.12	87793		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2013.03	91571		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2013.06	81687		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2013.09	81471		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2013.12	93950		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2014.03	97208		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2014.06	85879		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2014.09	84447		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2014.12	95075		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2015.03	98202		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2015.06	87987		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2015.09	84529		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2015.12	96848		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2016.03	99291		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2016.06	88716		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2016.09	85933		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2016.12	96540		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2017.03	98994		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2017.06	90510		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2017.09	87089		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2017.12	98933		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2018.03	101168		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2018.06	90766		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2018.09	86929		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2018.12	100290		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2019.03	102031		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2019.06	90836		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2019.09	88032		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2019.12	100531		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2020.03	100947		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2020.06	93239		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2020.09	93706		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2020.12	103593		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2021.03	102002		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2021.06	93431		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2021.09	92353		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2021.12	102896		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2022.03	101092		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2022.06	94757		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2022.09	91674		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2022.12	99680		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2023.03	98706		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2023.06	92576		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2023.09	90647		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2023.12	100561		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2024.03	100429		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2024.06	92037		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AA	2024.09	90079		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Actual		
BDCQ.SEA1AS	2011.06	83851		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2011.09	84142		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2011.12	82663		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2012.03	84321		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2012.06	85700		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2012.09	85208		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2012.12	84420		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2013.03	85085		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2013.06	85658		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2013.09	87742		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2013.12	90098		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2014.03	90413		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2014.06	90029		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2014.09	91075		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2014.12	91007		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2015.03	91515		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2015.06	92019		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2015.09	91355		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2015.12	92546		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2016.03	92748		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2016.06	92576		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2016.09	92920		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2016.12	92189		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2017.03	92656		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2017.06	94320		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2017.09	94201		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2017.12	94258		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2018.03	94943		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2018.06	94735		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2018.09	93702		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2018.12	95345		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2019.03	96205		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2019.06	94948		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2019.09	94339		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2019.12	95432		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2020.03	95826		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2020.06	97445		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2020.09	99659		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2020.12	98474		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2021.03	97450		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2021.06	97324		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2021.09	97770		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2021.12	98044		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2022.03	96955		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2022.06	98337		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2022.09	96876		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2022.12	95210		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2023.03	94754		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2023.06	95847		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2023.09	95828		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2023.12	96156		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2024.03	96339		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2024.06	95282		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AS	2024.09	95236		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Seasonally adjusted		
BDCQ.SEA1AT	2011.06	83962		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2011.09	83978		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2011.12	83924		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2012.03	84528		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2012.06	85382		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2012.09	85195		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2012.12	84662		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2013.03	84853		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2013.06	85867		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2013.09	87821		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2013.12	89828		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2014.03	90363		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2014.06	90388		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2014.09	90773		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2014.12	91172		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2015.03	91558		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2015.06	91713		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2015.09	91788		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2015.12	92293		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2016.03	92727		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2016.06	92758		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2016.09	92636		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2016.12	92356		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2017.03	92875		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2017.06	93957		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2017.09	94311		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2017.12	94403		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2018.03	94793		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2018.06	94615		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2018.09	94464		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2018.12	95321		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2019.03	95871		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2019.06	95073		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2019.09	94592		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2019.12	95114		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2020.03	96021		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2020.06	97663		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2020.09	99049		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2020.12	98652		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2021.03	97535		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2021.06	97354		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2021.09	97706		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2021.12	98060		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2022.03	98361		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2022.06	98138		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2022.09	96869		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2022.12	95289		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2023.03	94975		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2023.06	95544		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2023.09	95971		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2023.12	96200		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2024.03	96093		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2024.06	95512		R	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1AT	2024.09	95205		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Agriculture, Forestry and Fishing	Trend		
BDCQ.SEA1BA	2011.06	5234		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2011.09	5268		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2011.12	5499		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2012.03	5811		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2012.06	5847		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2012.09	5922		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2012.12	5722		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2013.03	5487		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2013.06	5506		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2013.09	5540		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2013.12	5492		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2014.03	6004		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2014.06	5886		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2014.09	5815		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2014.12	5592		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2015.03	5300		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
BDCQ.SEA1BA	2015.06	5422		F	Number	0	Business Data Collection - BDC	Industry by employment variable	Filled jobs	Mining	Actual		
